Global Property ID;Source Property ID;Global Property Name;Global Chain Code;Property Address 1;Property Address 2;Primary Airport Code;Property City Name;Property State/Province;Property Zip/Postal;Property Country Code;Property Phone Number;Property Fax Number;Sabre Property Rating;Property Latitude;Property Longitude;Source Group Code
102855849;286703;Hampton By Hilton Tianjin Haihe Education Park Ncec;HX;Building 47 Jincai Garden Xian;;TSN;Tianjin;;300350;CN;86-022-28525999;86-022-00000000;-1;38.981.521;117.367.891;SABRE_GDS
102592523;602149;Hampton By Hilton Dongguan Songshan Lake;HX;Building 3 And 4 Songke Garden;;SZX;Dongguan;;523000;CN;86-0769-81186666;0;2;22.902.416;113.888.879;SABRE_GDS
102755249;287103;Hampton By Hilton Foshan Sanlong Bay;HX;No 28 Shugang Road Guicheng Na;;CAN;Foshan;;528000;CN;86-0757-86781888;86-0757-0001154;-1;23.005.739;11.323.294;SABRE_GDS
102786387;611245;Hampton By Hilton Yantai Jinshatan;HX;No 32 Haibin Road Economic And;;YNT;Yantai;;264006;CN;86-0535-6393888;0000000;-1;3.746.353;12.144.801;SABRE_GDS
101138450;610142;Hampton By Hilton Wuhan Ovcec;HX;No 50 Gaokeyuan 2nd Road East;;WUH;Wuhan;;430074;CN;86-027-59315999;00000;-1;30.488.821;114.527.235;SABRE_GDS
102786407;602148;Hampton By Hilton Suzhou Stone Lake;HX;77 Binxi Road Wuzhong Economic;;WUX;Suzhou;;215104;CN;86-0512-66526333;0;-1;3.121.134;120.582.832;SABRE_GDS
102960249;614731;Hampton By Hilton Zhoukou Chuanhui District;HX;Tower 17 One Waitan Qingfeng;Midd;CGO;Zhoukou;;466001;CN;86-0394-2168888;86-0394-;-1;33.627.051;114.672.555;SABRE_GDS
102756693;601155;Hampton By Hilton Foshan Beijiao;HX;No 5 Tianning Road Beijiao Tow;;FUO;Foshan;;528311;CN;86-0757-28826666;00-0000-000;3;22.936.525;113.213.831;SABRE_GDS
101136842;602098;Hampton By Hilton Qiqihar Jianhua District;HX;No 01 Floor 02 Building 28 Jin;;NDG;Qiqihar;;161000;CN;86-0452-6100999;0;2;47.365.554;12.395.637;SABRE_GDS
102755183;286626;Hampton By Hilton Changsha Dongying Square;HX;730 Yuanda First Road Furong D;;CSX;Changsha;;410000;CN;86-0731-86308634;86-0731-0000546;2;28.197.366;113.033.289;SABRE_GDS
100164624;287099;Hampton By Hilton Emeishan Scenic Area;HX;No 101 Of Building 36 No 177 G;;CTU;Emeishan;;614200;CN;86-0833-5538999;86-0833-0006648;2;29.559.156;103.456.825;SABRE_GDS
100190090;310073;Hyatt Regency Fuzhou Cangshan;HY;46 Huaxi Nan Road.;Cangshan District;FOC;Fuzhou;;350008;CN;86 591 8757 1234;86 591 8789 1234;5;2.600.722;11.926.684;SABRE_GDS
100682921;327417;The Lost Stone;HY;Yunfeng Street;Yunfeng Village;TCZ;Tengchong;;679100;CN;8,68756E+11;8,68756E+11;4;25.028.399;98.493.684;SABRE_GDS
100201970;316366;Hyatt House Shanghai Hongqiao Cbd;HY;9 Shenhong Road;;SHA;Shanghai;;201106;CN;8,60213E+12;8,60213E+12;4;31.190.363;12.131.678;SABRE_GDS
102763301;608578;The Perennial Tianjin, A Jdv By Hyatt Hotel;HY;No.18 Liujing Road Xiqing Dis;;TSN;Tianjin;;300380;CN;8,62228E+11;;02.May;390.614;1.170.629;SABRE_GDS
100641651;323005;Hyatt Regency Xuzhou;HY;29 East Huaihai Road.;Gulou District;XUZ;Zuxhou;;221005;CN;8,65168E+12;8,65168E+12;5;3.426.461;11.718.863;SABRE_GDS
100197240;313892;Hyatt House Yinchuan Yuecaicheng;HY;Zheng Yuan North Street 289.;;INC;Yinchuan;;750002;CN;8,69514E+11;8,69514E+11;4;3.851.278;10.624.972;SABRE_GDS
102643861;606317;Yada Xishan Hotel Yixing, In The Unbound Collection By Hyatt;HY;99 Dongda Road;Hufu Town;WUX;Yixing;;214200;CN;8,65109E+12;;03.May;31.354.503;119.813.693;SABRE_GDS
100197248;313897;Hyatt Place Yinchuan Yuecaicheng;HY;Zheng Yuan North St 289.;;INC;Yinchuan;;750002;CN;8,69514E+11;8,69514E+11;4;3.851.278;10.624.972;SABRE_GDS
100078274;217542;Hyatt Regency Tianjin East;HY;126 Weiguo Road.;Hedong District;TSN;Tianjin;;300161;CN;86-22-24571234;86-22-24345666;04.May;3.914.217;11.724.742;SABRE_GDS
100399838;57427;Grand Hyatt Beijing;HY;No 1 East Chang An Avenue.;;PEK;Beijing;;100738;CN;86-10-8518 1234;86-10-8518-0000;5;39.909.617;116.414.563;SABRE_GDS
101044942;385392;Andaz Xiamen;HY;101 Hubin East Road;Siming District;XMN;Xiamen;;361004;CN;8,65924E+11;8,65924E+11;5;24.471;118.11;SABRE_GDS
100196238;313372;Hyatt Regency Shanghai Global Harbor;HY;718 Ningxia Road.;Pu Tuo District;SHA;Shanghai;;200063;CN;8,62162E+11;8,62162E+11;5;3.123.119;12.141.179;SABRE_GDS
100079172;218436;Hyatt Regency Chongming;HY;Lane 799 Lan Hai Road.;Chenija Town;SHA;Shanghai;;202161;CN;86-21-67031234;86-21-67031235;04.May;3.149.592;121.768.665;SABRE_GDS
102305193;394370;Hyatt Centric Lakeside Ningbo;HY;600 Tongyuan Road;Zhenhai District;NGB;Ningbo;;315201;CN;8,65749E+12;8,65749E+12;4;29.955.037;121.575.205;SABRE_GDS
100023730;142639;Andaz Xintiandi Shanghai - A Concept By Hyatt;HY;Songshan Road;;SHA;Shanghai;;200020;CN;86-21-23101234;86-21-23101235;5;31.222.252;121.475.613;SABRE_GDS
100071117;319324;Hyatt Regency Beijing Wangjing;HY;Lei Shing Hong Center.;8 Guangshun South Street;PEK;Beijing;;100102;CN;8,61086E+11;8,61086E+11;5;39.991.566;116.476.279;SABRE_GDS
100429096;81744;Grand Hyatt Guangzhou;HY;12 Zhujiang West Road.;Pearl River New City, Tianhe;CAN;Guangzhou;;;CN;86-20-8396 1234;86-20-8550-8234;5;2.312.228;11.332.321;SABRE_GDS
100086566;226087;Intercontinental Changsha;IC;No. 1500 Xiangjiang North Road.;Kaifu District;CSX;Changsha;;410000;CN;86-731- 89668866;86 731 89668899;5;2.823.944;11.297.844;SABRE_GDS
100117667;322096;Intercontinental Quanzhou;IC;No. 1005 Fenghai Road.;Fengze Dsitrict;JJN;Quanzhou;;362000;CN;86-0595-65218888;86 0595 65315007;5;2.487.265;11.863.938;SABRE_GDS
100420822;73384;Intercontinental Nanjing;IC;1 Zhong Yang Road Gulou Dist.;;NKG;Nanjing;;210008;CN;86-25-83538888;86-25-85518888;5;32.060.282;118.784.042;SABRE_GDS
102669605;607416;Intercontinental Xiangyang;IC;No.2 Shengli Street;Xiangcheng District;XFN;Xiangyang;;441000;CN;86 710 3267777;86 710 3123066;-1;32.009.099;112.122.497;SABRE_GDS
100650911;324232;Intercontinental Wonderland;IC;Chen Hua Road No 5888 Songjian;;SHA;Shanghai;;201619;CN;86-021-67662218;86-021-67665088;5;3.105.796;1.211.544;SABRE_GDS
100039552;165593;Intercontinental Heilong Lake;IC;Heilongtan Town Renshou Count.;;CTU;Meishan;;620500;CN;86-28-36689999;86-28-36689888;04.May;3.010.882;10.402.415;SABRE_GDS
100039558;165596;Intercontinental Sancha Lake;IC;Xinmin Village.;;CTU;Jianyang;;641418;CN;86-028-85380528;86-028-27129888;5;302.859;10.424.541;SABRE_GDS
102480425;604442;Intercontinental Wuxi Taihu New City;IC;Qingyan Road Binhu District;;WUX;Wuxi;;214000;CN;86-510-68108888;86-510-68108888;5;3.147.165;12.032.082;SABRE_GDS
100189622;309798;Intercontinental Shanghai Necc;IC;Gate 3 No 1700 Zhuguang Road;;SHA;Shanghai;;201702;CN;86 21 67001888;86 21 67001999;5;3.118.534;1.213.015;SABRE_GDS
102485061;604651;Hotel Indigo Wuxi Taihu New City;IN;Shangxian Road Binhu District;;WUX;Wuxi;;214000;CN;86-510-81185888;;4;31.477.236;120.319.502;SABRE_GDS
102489749;602878;Hotel Indigo Changsha Meixi Lake;IN;No 745 Huanhu Road Yuelu Dist;Southwest Corner Of The Inters;CSX;Changsha;;410205;CN;86 0731 82283999;;03.May;28.184.664;112.884.123;SABRE_GDS
102499495;605391;Hotel Indigo Suzhou Jinji Lake;IN;No.80 You An Street;Suzhou Industrial Park;WUX;Suzhou;;215028;CN;86 136 36508997;;04.May;3.129.834;12.058.319;SABRE_GDS
100417784;69965;Jj Sun;JJ;589 Donggang Road West;.;LHW;Lanzhou;;730000;CN;86-931-8805511;86-931-8854700;03.May;36.050.747;103.851.576;SABRE_GDS
100040984;167203;Taishan Hotel;JJ;8 An Ning Bei Lixi San Qi.;Haidian District;PEK;Beijing;;100085;CN;86-10-62919988;86-10-62912839;3;40.050.621;116.331.117;SABRE_GDS
100414208;67373;Jin Cheng;JJ;260 Xingtai Road.;;SHA;Suzhou;;215137;CN;86-512-65431888;86-512-65431999;4;312.835;120.63;SABRE_GDS
100081164;220240;Kempinski Hotel Changsha;KI;No 419 Shaoshan Middle Road;Yuhua District;CSX;Changsha;;410007;CN;86-731-84633333;86-731-89934888;5;281.578;11.299.451;SABRE_GDS
100045652;175761;Kempinski Hotel Taiyuan;KI;115 1 Changfeng Street;;TYN;Taiyuan;;30006;CN;86-351-8660000;86-351-8660001;5;3.781.806;11.256.238;SABRE_GDS
100392748;52696;Cordis Beijing Capital Airport;LO;Terminal 3 Capital Airport.;1 Yi Jing Road;PEK;BEIJING;;100621;CN;86 10 6457 5555;86 10 6457 7755;5;39.905.963;116.391.248;SABRE_GDS
100387634;49224;The Puli Hotel And Spa;LW;1 Changde Rd;Jingan District;SHA;Shanghai;;200040;CN;86-21-32039999;86-21-32518989;5;31.222.292;121.448.319;SABRE_GDS
102483789;603977;Kaipuu On The Reef;LX;No 277 South Ring District;;JJN;Quanzhou City;;362000;CN;86-595-82597777;86-595-82597777;3;2.502.097;11.809.903;SABRE_GDS
100016868;13210;Hotel Eclat Beijing;LX;No 9 Dongdaqiao Road;Parkview Green Fangcaodi;PEK;Beijing;;100020;CN;86-10-85612888;86-10-85616700;5;3.991.951;11.644.943;SABRE_GDS
102755295;608221;Into Hotel Chibi;LX;Jigongshan Village;Chebu Town;WUH;Chibi City;;437300;CN;86-199-47869281;86-132-65625153;-1;297.244;1.136.995;SABRE_GDS
102176021;383058;Yiuteung Mansion;LX;288 Shengxing Street;High Tect Zone;CTU;Chengdu;;61000;CN;86-28-67138888;86-28-67137888;5;30.563.808;10.404.919;SABRE_GDS
100155224;281327;Shunde Marriott Hotel;MC;Midea Plz No 388 E Nangu Rd Da.;Daliang Shunde District;CAN;Foshan;;528300;CN;86-0757-29898888;86-0757-29898555;5;22.828.289;113.275.804;SABRE_GDS
100651521;318582;Suzhou Marriott Hotel Taihu Lake;MC;No.6 Shuli Road Suzhou Taihu N;;WUX;Suzhou;;215164;CN;86-512-65693333;86-512-65699000;5;31.222.619;12.038.795;SABRE_GDS
102174499;385990;Jiaxing Marriott;MC;O. 418 Qinyi Rd.;Nanhu District Jiaxing;HGH;Jiaxing;;314001;CN;86-0573-82068888;86-0573-82068788;03.May;30.722.067;120.758.753;SABRE_GDS
100388446;49758;Jw Marriott Hotel Shanghai At Tomorrow Square;MC;399 Nan Jing West Road Huangpu.;Huangpu District;SHA;Shanghai;;200003;CN;86-21-53594969;86-21-63755988;5;3.123.088;12.146.994;SABRE_GDS
100185230;306923;Yiwu Marriott Hotel;MC;188 Futian Road;;YIW;Yiwu;;322000;CN;86-579-81558888;86-579-81512666;5;2.932.959;12.010.711;SABRE_GDS
100192914;311622;Chengdu Marriott Hotel Financial Centre;MC;No.999 Tianfu Avenue N High Te.;;CTU;Chengdu;;610041;CN;86-28-88088888;86-28-81688888;04.May;30.592.842;104.076.304;SABRE_GDS
100159054;283739;Zhuzhou Marriott Hotel;MC;No.160 Longxing Road Tianyuan.;Tianyuan District;CSX;Zhuzhou;;412007;CN;86-731-23658888;86-731-28623888;5;2.783.276;11.308.661;SABRE_GDS
100190830;310496;Le Meridien Shanghai Minhang;MD;3199 Caobao Road Minhang Distr.;Minhang District;SHA;Shanghai;;201101;CN;86-21-5329-9999;86-21-5221-1199;5;31.156.931;121.355.912;SABRE_GDS
100189552;309755;Le Meridien Qingdao West Coast;MD;No. 2688 Binhai Avenue.;Huangdao District;TAO;Qingdao;;266400;CN;86-532-8716-9999;86-532-8712-2299;5;35.884.825;120.066.794;SABRE_GDS
100025024;14431;Marco Polo Xiamen;MH;8 Jianye Road;Hubin Bei;XMN;Xiamen;;361013;CN;86-592-5091888;86-592-5114645;5;2.447.951;11.808.948;SABRE_GDS
100400670;393633;Maritim Hotel Taicang Garden;MM;11 Renmin North Road;;SHA;Taicang;;21540;CN;86 0512-53531888;;04.May;314.497;12.110.891;SABRE_GDS
102438057;396464;Microtel By Wyndham Sanya Dadonghai;MT;610 Yuya Road Jiyang District.;Hainan Province;SYX;Sanya;;572000;CN;86-898-32993666;;3;1.822.894;10.953.724;SABRE_GDS
102283655;394549;Microtel By Wyndham Heyuan;MT;110 Pearl Bldg 1 Pearl;Plaza On Chuangye Ave;SZX;Heyuan;;517000;CN;86-0762-3819888;86-0762-3819888;03.May;2.374.373;11.470.039;SABRE_GDS
102437765;394756;Microtel By Wyndham Huangshan Tangkou;MT;Building A Zhaixi Stereo;Parking Lot Huangshan Scenic;TXN;Huangshan;;245899;CN;86-0559-5579666;;02.May;30.054.545;118.167.838;SABRE_GDS
102757031;608461;Microtel Qingdao Huangdao;MT;1669 Lijiang West Road;Huangdao District;TAO;Qingdao;;266000;CN;86-0532-66022222;;4;3.593.125;120.165.083;SABRE_GDS
100056640;188748;Millennium Hotel Fuqing;MU;101 Qingchang Avenue.;;FOC;Fuqing;;350300;CN;86-591-22111111;86-591-22162888;5;25.716.317;119.353.304;SABRE_GDS
100165046;287404;Hotel Nikko Taizhou;NK;Buildingc No799 Yaocheng Avenu.;East Taigao Road;PVG;Taizhou;;225300;CN;86-523-80108888;86-523-80108999;-1;2.865.611;12.142.056;SABRE_GDS
100722781;326153;Campanile Shenyang South Railway Station;NN;No 1180 South Nanjing Street;Sujiatun;SHE;ShenYang;;110101;CN;86-024-67915888;;3;4.167.698;12.338.425;SABRE_GDS
100735693;325215;Campanile Hefei Singapore Garden;NN;898 Changjiang Road West;Shushan District;HFE;HEFEI;;230031;CN;86-55-163518828;;3;31.822.809;117.221.803;SABRE_GDS
100428710;81341;New World Wuhan Hotel;NW;630 Jie Fang Avenue;Hankou District;WUH;Wuhan;;430030;CN;86-27-83808888;86-27-83808889;5;3.057.944;11.426.571;SABRE_GDS
101096594;602301;Rezen Dong Hotel Guanyin Bridge;OI;Floor Lg Nongken Building;No.2 Huatang Road Jiangbei Dst;CKG;Chongqing;;400020;CN;86 23 67905777;;-1;29.573.532;106.542.795;SABRE_GDS
102925239;613266;Platinum Hanjue Hotel Changzhou;OK;No 227 Dongfang East Road;Wujin District;CZX;Changzhou;;213018;CN;86 519 68218888;;-1;3.175.266;12.003.879;SABRE_GDS
100579844;76697;Grand Bay View Hotel International;OK;245 Shuiwan Road Gongbei.;Xiangzhou District;ZUH;Zhuhai;;519020;CN;86 756 8877998;86 756 8878668;5;2.223.024;11.356.577;SABRE_GDS
100028322;148421;Your World International Conference Hotel;OK;No 100 Xingfuhu Road.;Houzhai Street;YIW;Yiwu;;322008;CN;86 579 85788888;86 579 85788999;4;2.936.797;120.076;SABRE_GDS
100128170;381352;Guangyuan International Hotel;OK;No 876 Qieguo Road;Dongcheng Development Zone;CTU;Guangyuan;;628017;CN;86-839-3296199;86-839-32961990;-1;3.243.549;10.584.357;SABRE_GDS
100412076;66134;Gaoming Country Garden Phoenix;OK;No 188 Bi Gui Road;Hecheng Street;FUO;Foshan;;528500;CN;86 757 88611111;86 757 88611128;4;22.863.529;112.841.864;SABRE_GDS
100530046;601755;Yantai Tianma International Hotel;OK;161 Changjiang Road.;Tianma Central Plaza;YNT;yantai;;265599;CN;86 535 2931777;86 535 29317770;-1;37.562.008;12.125.689;SABRE_GDS
100244586;41329;Orient Haitian Hotel;OK;12 Haiyun Road.;;YNT;Yantai;;264030;CN;86 535 6888199;86 535 6888199;-1;37.521.221;121.442.575;SABRE_GDS
100004290;105887;Largos Hotel;OK;5 Zhushan West Road.;;JDZ;Jingdezhen;;333000;CN;86 798 8388888;86 798 8561789;-1;29.291.513;117.196.655;SABRE_GDS
100014494;124238;Central Hotel;OK;75 Zhongshan Road.;Gulou District;NKG;Nanjing;;210005;CN;86 25 83155888;86 25 84733999;5;3.204.524;11.878.343;SABRE_GDS
100027768;147639;Mirror Lake Hotel;OK;No 518 Keqiaokeyan Avenue.;;HGH;Shaoxing;;312030;CN;86 575 85568888;86 575 84318333;-1;3.004.519;1.204.845;SABRE_GDS
100115594;247274;Golden Eagle Summit Hotel;OK;No 1 Zhujiang Rd;;NKG;Nanjing;;210008;CN;8,62583E+11;8,62583E+11;3;32.051;118.785;SABRE_GDS
100539843;325470;The Minpha Group;OK;No 10 Chunyuan West Road;Fancheng District;WHU;Xiangyang;;130062;CN;86-710-3999999;86-710-39999990;-1;3.205.208;11.212.992;SABRE_GDS
100194510;312479;Kouzi International Hotel;OK;Middle Section Of Renmin Road.;Xiangshan District;HFE;Huaibei;;235000;CN;86 561 3068888;;-1;3.395.476;11.685.414;SABRE_GDS
101125862;388018;Wyndham Garden Changzhou Zhonglou;OK;No 8 Xinggang Road;;CZX;Changzhou;;213000;CN;86-519-81688888;;-1;3.179.845;11.990.981;SABRE_GDS
102114255;612268;Jingye Hotel Shijiazhuang;OK;No 110 Changsheng Street;Luquan District;SJW;Shijiazhuang;;050200;CN;86-311-82017666;;03.May;380.632;114.407;SABRE_GDS
100059855;317079;Xi An Lan Xi International Hotel;OK;Gaoxin No 9 Gaoxin 4th Road.;Yanta District;SIA;xi an;;710075;CN;86-298-7575555;;04.May;3.424.347;10.889.966;SABRE_GDS
100321456;45382;Phoenix Hotel;OK;63 Chaoyang Road.;;NNG;Nanning;;530011;CN;86 771 2119888;86 771 2119555;-1;22.822.642;108.316.766;SABRE_GDS
100569798;322975;Venus Royal Hotel International;OK;No 118 Shajing Road Shajing.;Shajing Town;SZX;Shenzhen;;518025;CN;86-755-27218888;86-755-272188880;-1;22.728.912;11.380.192;SABRE_GDS
101093350;611770;Ausotel By Argyle Airport Hotel;OK;No 1470 Fanghua Road;Renhe Town;CAN;Guangzhou;;510470;CN;86 20 31239898;;03.May;23.329.439;113.301.159;SABRE_GDS
100199438;315005;Luoyang International Hotel;OK;No 239 Kaiyuan Avenue;Luolong District;LYA;Luoyang;;471026;CN;86-379-80898888;86-379-65923393;-1;346.164;11.244.583;SABRE_GDS
100730521;324745;Cimc Jingying Executive Apartments;OK;No 618 Wenchang Middle Road;;YTY;Yangzhou;;225100;CN;86-514-82760888;;4;323.954;11.942.324;SABRE_GDS
100411650;65895;Fietser International Hotel;OK;6012 Shennan Avenue.;Futian District;SZX;Shenzhen;;518034;CN;86 755 82928666;86 755 82928555;03.May;2.254.091;11.404.412;SABRE_GDS
102854191;611259;Harbour View Hotel Resort Zhuha;OK;No 47;Lovers Middle Road;ZUH;Zhuhai;;519015;CN;86 756 3322888;86 756 3322385;3;22.252.676;113.590.008;SABRE_GDS
100086214;225804;Celebrity City Hotel;OK;Central Plaza.;Dongcheng New District;CTU;Jianyang;;641400;CN;86 28 27378888;86 28 27055666;-1;3.041.133;10.454.733;SABRE_GDS
100141678;267164;Zhong Yin;OK;16 South Chaoyang Ave;;SJW;Baoding;;071051;CN;8,63123E+11;8,63123E+11;4;38.873;115.469;SABRE_GDS
100702044;380913;Wanhao International Hotel;OK;No.41 Digong Road;Mingshan District;SHE;Benxi;;117000;CN;86 24 42877777;86-414-3860222;-1;4.130.695;12.378.702;SABRE_GDS
100005106;108025;Dun Huang State Garden Hotel;OK;14 Yangguan East Road.;;DNH;Dunhuang;;736200;CN;86 937 8859128;86 937 8822195;-1;40.141.379;94.670.517;SABRE_GDS
100237186;603913;Hua Yang Plaza Hotel;OK;No.1 Liaoning Road;Jianxi District;LYA;Luoyang;;471003;CN;86 379 65588123;86 379 65588490;03.May;3.465.701;11.241.601;SABRE_GDS
100004972;107896;Aviation Hotel;OK;8 Tiyuchang Road.;Xigong District;LYA;Luoyang;;471000;CN;86 379 63385599;86 379 63389959;-1;3.466.985;11.244.567;SABRE_GDS
102256799;390441;Suzhou Hengli Resort;OK;188 Tonglihu Road;Tongli Town;WUX;Suzhou;;215217;CN;86-512-63227777;86-512-632277770;-1;3.115.777;12.071.896;SABRE_GDS
100195884;313199;Glory Charm Hotel;OK;No 1 Beibuwan Avenue.;Gangkou District;NNG;Fangchenggang;;538001;CN;86 770 2858888;;4;21.617.753;108.345.356;SABRE_GDS
100000508;100699;Wuhan Hongguang Hotel;OK;782 Minzhu Road.;Wuchang District;WUH;Wuhan;;430071;CN;86 27 87139999;86 27 87131119;4;3.054.377;11.433.332;SABRE_GDS
102925367;613085;Wuxi Airport Fliport Garden Hotel;OK;No 22 Xuemei Road;Xinwu District;WUX;Wuxi;;214111;CN;86 510 68088888;;-1;31.498.626;120.435.267;SABRE_GDS
100197440;313996;Teda Central Hotel;OK;16 The Third Avenue.;Econn. Technical Develpm. Area;TSN;Tianjin;;300457;CN;86-22-25206666;86-22-252695;3;39.034.788;117.686.324;SABRE_GDS
100797749;142273;Yitel Shanghai Pudong;OK;No 2620 Huaxia East Road.;Chuansha Town Pudong New Area;PVG;Shanghai;;201200;CN;86 21 68396999;86 21 68396679;-1;31.201.423;121.708.618;SABRE_GDS
100039016;164969;Quintessence New Century Hotel;OK;No 6 Qingfengnan Road.;;HGH;Tongxiang;;314500;CN;86 573 88883888;86 573 88109999;-1;3.062.088;1.205.516;SABRE_GDS
100077044;215598;Guangzhou Xiangxue International Hotel Apartment;OK;98 Xiangxue 8 Road.;Science City Development Area;CAN;Guangzhou;;510530;CN;86 20 82151698;86 20 82151668;-1;23.130.004;113.259.001;SABRE_GDS
100000130;100147;Landmark Grand Hotel;OK;A30 Youyi Road.;;KRY;Karamay;;834000;CN;86 990 6989999;86 990 6989111;-1;45.583.996;84.873.761;SABRE_GDS
102123069;380918;Grand Rezen Hotel Shanxi Wansheng;OK;No.345 Yinbin West Road;Yuci District;TYN;Jinzhing;;030600;CN;86-354-3166666;86-354-3169999;-1;37.697.592;112.686.353;SABRE_GDS
100657712;603508;Grand Skylight International Hotel Guanlan;OK;188 Huanguan South Road;Guanlan Avenue;SZX;Shenzhen;;518110;CN;86 755 28059999;86 755 28052666;5;22.692.871;114.043.029;SABRE_GDS
102132681;383743;Artwell International Hotel;OK;No 96 Xinghai Road;;TAO;Rizhao;;276800;CN;86 633 8028888;;-1;35.415.609;119.478.865;SABRE_GDS
100200170;315468;Solar Valley Micro E International Hotel;OK;Sun Moon Mansion Solar Valley .;Economic Development Zone;TNA;Dezhou;;253000;CN;86-534-5088888;86-534-5089992;-1;374.153;116.334;SABRE_GDS
100158626;283457;Kaichen Hotel;OK;Crossroads Of Panpan Huangxing.;Avenue;CSX;Changsha;;410100;CN;86 731 88215888;86 731 88218407;-1;2.822.778;11.293.886;SABRE_GDS
102858217;611625;Huawise Hotel;OK;Intersection Of Science Avenu;Changchun Road, No. 97 Science;CGO;Zhengzhou;;450001;CN;86-371-68059999;;-1;3.483.367;11.354.096;SABRE_GDS
100420396;72722;Hai Jun Hotel;OK;No.299 Yanjiang Mid Road.;;CAN;Guangzhou;;510110;CN;86 20 61222333;86 20 61222198;03.May;23.118.072;113.273.215;SABRE_GDS
100199324;314948;Cd Hotel Fuzhou;OK;No11 Hualin;;FOC;fuzhou;;350003;CN;8,65919E+12;8,65919E+12;04.May;2.609.468;11.929.195;SABRE_GDS
102862835;611973;Guangzhou Airport Southern Airlines Pearl Hotel;OK;No 9 Konggang Avenue;Huadong Town;CAN;Guangzhou;;510890;CN;86 20 28616666;;-1;23.395.908;11.330.797;SABRE_GDS
102858555;610762;Yiju Life Hotel;OK;No 15 Kangyang Avenue;Shangyu District;HGH;Shaoxing;;312369;CN;86 575 82258888;;-1;3.011.289;12.089.846;SABRE_GDS
101034146;388009;Arcadia Hotel;OK;Huanghe Road And Yumen Road;Hualong District;HDG;Puyang;;457001;CN;86-393-53922220;86-393-5377288;-1;3.578.401;11.507.302;SABRE_GDS
100430114;82662;Maoming International Hotel;OK;99 Shuangshan 3rd Road.;;ZHA;Maoming;;525000;CN;86 668 2986888;86 668 2986111;5;21.655.123;110.923.718;SABRE_GDS
102543637;605330;Bei Jing West International Trade Grand Hotel;OK;No 16 Fengtai Pipeline;Fengtai District;PEK;Beijing;;100071;CN;86 10 83832222;86 10 83832666;2;39.855.601;11.631.046;SABRE_GDS
100147990;274539;Xingsha Huatian Hotel;OK;Changsha County;Lixiang East Road And;CSX;Changsha;;410001;CN;8,67319E+12;8,67319E+12;4;28.226.977;113.112.155;SABRE_GDS
102764187;608769;Jinling International Hotel Taixing China;OK;130 Guoqing Middle Road;;NKG;Taixing;;225499;CN;86 523 87728888;;-1;32.166.516;120.023.007;SABRE_GDS
100202648;316696;Sky World Hotel Qingdao;OK;No 76 Yanji Road.;Shibei District;TAO;Qingdao;;266024;CN;05-326-6008888;05-325-8761999;5;36.089.509;120.349.719;SABRE_GDS
102774649;607473;Maison New Airport Century;OK;Building A;Keerqin South Road;HET;Hohhot;;010090;CN;86 471 5889999;;-1;4.081.508;11.178.492;SABRE_GDS
101061763;78246;Atour Hotel;OK;588 Zhongshan North Road;;HGH;Hangzhou;;;CN;86 571 28866888;86 571 85301398;4;30.276.067;120.161.763;SABRE_GDS
102540983;605383;Xana Deluxe Hotel Beijing Daxing International Airport Terminal Store;OK;Building 1 Courtyard 1;Yuanjingxi Second Road;PEK;Beijing;;102604;CN;86 10 50872222;86 10 50925013;-1;39.904.211;116.407.395;SABRE_GDS
100682868;393421;Swisstouches Guangzhou Hotel Residences;OK;No 9 Helong 7 Road;;CAN;Guangzhou;;510470;CN;86-20-36089999;;4;2.325.997;113.414.433;SABRE_GDS
102955425;614237;Ronkin Hotel;OK;3rd Floor;No 89 Wenhua North Road;TNA;Jinan;;250022;CN;86-531-75666660;;-1;362.385;11.767.764;SABRE_GDS
100039482;165533;Mingdu Hotel International;OK;No 470 Dingmao Zhihui Avenue.;;NKG;Zhenjiang;;212009;CN;86 511 88778888;86 511 88698035;-1;3.215.875;11.951.407;SABRE_GDS
100022428;140735;Xintian International Hotel;OK;No 1 Tianyi Avenue.;;CSX;Xiangtan;;411228;CN;86 731 56799999;86 731 57766999;-1;27.829.741;112.944.052;SABRE_GDS
100028420;148548;Yanbian International Hotel;OK;No 118 Youyi Road;Yanji;YNJ;Yanji;;133300;CN;86-433-2509999;86-433-2541950;-1;42.900.689;12.951.439;SABRE_GDS
100200582;315675;Golden Eagle Summit Hotel Jiangning;OK;No 1688 Shuanglong Avenue.;Jiangning District;NKG;Nanjing;;211106;CN;86-258-5678888;86-258-5678988;04.May;3.193.151;11.882.026;SABRE_GDS
100200102;315433;Guiyang Gaoxin Qianyin Heyue Hotel;OK;No 6 Hubin Road.;National High Tech Development;KWE;Guiyang;;550018;CN;86-851-87711666;86-851-87716677;-1;2.575.114;112.734.103;SABRE_GDS
100700938;380914;Haili Kaiyuan Mingdu Hotel;OK;No.349 Xinqiao North Road.;Halyan Country;HGH;Haininf;;3143000;CN;86-573-86688888;86-573-86688333;04.May;3.052.553;12.094.579;SABRE_GDS
100415322;68043;Landscape Hotel;OK;96 Yu'er Road.;;XIY;Dali;;671003;CN;86 872 2666188;86 872 2666189;-1;25.698.594;100.159.451;SABRE_GDS
